Site Set,Field,Bytesize(Approximately. After Serialize),Count,Top1%
0,recommend_context.request_context.request_strategy.datahub_req_info.datahub_ip,274738,19907,16
0,recommend_context.request_context.request_strategy.datahub_req_info.datahub_port,59759,19907,3
0,recommend_context.request_context.request_strategy.datahub_req_info.id_from_mapping,118357,19907,6
0,recommend_context.request_context.request_strategy.datahub_req_info.id_locators,5598489,19907,470
0,recommend_context.request_context.request_strategy.datahub_req_info.id_locators.ekey,1324429,19907,73
0,recommend_context.request_context.request_strategy.datahub_req_info.id_locators.key,3783329,19902,377
0,recommend_context.request_context.request_strategy.datahub_req_info.id_locators.type,247316,19907,14
0,recommend_context.request_context.request_strategy.game_core_audience_type,138689,19812,7
0,recommend_context.request_context.request_strategy.m3_condition,39816,19907,2
0,recommend_context.request_context.request_strategy.negative_sending_log,59723,19907,3
0,recommend_context.request_context.request_strategy.reward_ad_req_info,59723,19907,3
0,recommend_context.request_context.request_strategy.scene,52837,17612,3
0,recommend_context.rta_context,238884,19907,12
0,recommend_context.rta_context.enable_rta_cpc_bid,39814,19907,2
0,recommend_context.rta_context.enable_rta_cpc_bid_factor,39814,19907,2
0,recommend_context.rta_context.enable_rta_user_weight_factor_reranking,39814,19907,2
0,recommend_context.rta_context.has_req_rta,39814,19907,2
0,recommend_context.rta_context.rta_req_status,39814,19907,2
0,recommend_context.user_context,2190827597,19907,231667
0,recommend_context.user_context.custom_user_strategy_data,349423,19907,107
0,recommend_context.user_context.custom_user_strategy_data.exposure_time,250891,7028,89
0,recommend_context.user_context.custom_user_strategy_data.session_exposure_time,58833,3949,26
0,recommend_context.user_context.strategy_datas,502118073,19907,76762
0,recommend_context.user_context.strategy_datas.data_list,502078259,19891,76760
0,recommend_context.user_context.strategy_datas.data_list.bytes_array,47456089,19467,20760
0,recommend_context.user_context.strategy_datas.data_list.bytes_value,1396504,19534,109
0,recommend_context.user_context.strategy_datas.data_list.double_array,128593392,19890,23939
0,recommend_context.user_context.strategy_datas.data_list.double_value,596731,19876,50
0,recommend_context.user_context.strategy_datas.data_list.int_array,293672147,19891,39141
0,recommend_context.user_context.strategy_datas.data_list.int_feature_id,16695448,19891,1366
0,recommend_context.user_context.strategy_datas.data_list.int_value,574215,17185,56
0,recommend_context.user_context.strategy_datas.data_list.value_type,5564033,19891,455
0,recommend_context.user_context.user_buckets_manager,10739690,19907,589
0,recommend_context.user_context.user_buckets_manager.rec_rank_mece_user_group,69139,18800,4
0,recommend_context.user_context.user_buckets_manager.rec_rank_user_buckets,10043040,19891,550
0,recommend_context.user_context.user_buckets_manager.rec_rank_user_buckets.bucket_key,5048586,19891,273
0,recommend_context.user_context.user_buckets_manager.rec_rank_user_buckets.bucket_val,2272279,19889,131
0,recommend_context.user_context.user_buckets_manager.rec_rank_user_priorities,587697,19878,34
0,recommend_context.user_context.user_profile,1632463395,19907,172840
0,recommend_context.user_context.user_profile.adx_device_info,1979589,19907,180
0,recommend_context.user_context.user_profile.adx_device_info.user_agent,1919868,19476,177
0,recommend_context.user_context.user_profile.age,59508,19836,3
0,recommend_context.user_context.user_profile.app_list,5459122,13765,1210
0,recommend_context.user_context.user_profile.birthday,196734,19907,10
0,recommend_context.user_context.user_profile.birthday.day,39814,19907,2
0,recommend_context.user_context.user_profile.birthday.month,39814,19907,2
0,recommend_context.user_context.user_profile.birthday.year,57385,19907,3
0,recommend_context.user_context.user_profile.device_info,2364150,19907,124
0,recommend_context.user_context.user_profile.device_info.android_id,273093,14373,19
0,recommend_context.user_context.user_profile.device_info.app_user,370107,19479,19
0,recommend_context.user_context.user_profile.device_info.app_version,59727,19907,3
0,recommend_context.user_context.user_profile.device_info.client_ip,92881,19907,7
0,recommend_context.user_context.user_profile.device_info.conn_type,38910,19452,2
0,recommend_context.user_context.user_profile.device_info.connection_type,59727,19907,3
0,recommend_context.user_context.user_profile.device_info.device_brand_and_model,59727,19907,3
0,recommend_context.user_context.user_profile.device_info.device_os_type,59727,19907,3
0,recommend_context.user_context.user_profile.device_info.id_from_mapping,138229,19907,7
0,recommend_context.user_context.user_profile.device_info.ip_byte,277607,19907,19
0,recommend_context.user_context.user_profile.device_info.manufacturer,131137,19907,9
0,recommend_context.user_context.user_profile.device_info.mixer_client_ip,119448,19907,6
0,recommend_context.user_context.user_profile.device_info.os,59727,19907,3
0,recommend_context.user_context.user_profile.device_info.os_type_w,98685,19907,5
0,recommend_context.user_context.user_profile.device_info.os_type_w.value,38964,19479,2
0,recommend_context.user_context.user_profile.device_info.os_version,97242,19907,8
0,recommend_context.user_context.user_profile.device_info.sd_free_space,218983,19907,11
0,recommend_context.user_context.user_profile.device_info.sdk_version,59727,19907,3
0,recommend_context.user_context.user_profile.device_info.system_update_sec,109747,5491,20
0,recommend_context.user_context.user_profile.device_preference,236583,19907,15
0,recommend_context.user_context.user_profile.device_preference.os,176862,19907,12
0,recommend_context.user_context.user_profile.device_preference.os.os_type,39814,19907,2
0,recommend_context.user_context.user_profile.device_preference.os.os_version,97234,19907,8
0,recommend_context.user_context.user_profile.education,39814,19907,2
0,recommend_context.user_context.user_profile.education_status,47,12,3
0,recommend_context.user_context.user_profile.gender,39814,19907,2
0,recommend_context.user_context.user_profile.geo_info,2630290,19907,208
0,recommend_context.user_context.user_profile.geo_info.aoi_ids,234604,15417,33
0,recommend_context.user_context.user_profile.geo_info.current_area_code,71266,19907,4
0,recommend_context.user_context.user_profile.geo_info.current_area_code_targeting,100220,19878,5
0,recommend_context.user_context.user_profile.geo_info.current_location,341428,19907,18
0,recommend_context.user_context.user_profile.geo_info.current_location.lbs_info,281143,19907,15
0,recommend_context.user_context.user_profile.geo_info.current_location.lbs_info.latitude,120596,19907,7
0,recommend_context.user_context.user_profile.geo_info.current_location.lbs_info.longitude,120596,19907,7
0,recommend_context.user_context.user_profile.geo_info.precise_resident_location,140622,19907,8
0,recommend_context.user_context.user_profile.geo_info.precise_resident_location.area_code,80203,19878,4
0,recommend_context.user_context.user_profile.geo_info.resident_location,1711198,19876,148
0,recommend_context.user_context.user_profile.geo_info.resident_location.area_code,445153,19876,36
0,recommend_context.user_context.user_profile.geo_info.resident_location.lbs_info,940098,17490,85
0,recommend_context.user_context.user_profile.long_term_user_resp,749292274,19907,81194
0,recommend_context.user_context.user_profile.long_term_user_resp.branch_hit_info,216873,19876,12
0,recommend_context.user_context.user_profile.long_term_user_resp.branch_hit_info.targeting_id,72290,19876,4
0,recommend_context.user_context.user_profile.long_term_user_resp.branch_hit_info.vertical_type,72290,19876,4
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile,749015681,19907,81180
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.ad_behavior,59637,19878,3
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.auto_targeting_backend_tags,3399890,18258,884
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.auto_targeting_backend_tags.tag_info,3318355,18258,879
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.auto_targeting_backend_tags.tag_info.tag,3263996,18258,875
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.auto_targeting_backend_tags.tag_info.tag.id,2283557,18258,609
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.behaviors,112918142,19878,7225
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.behaviors.ad_sampling_targeting_id_num,59502,19878,3
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.behaviors.ad_targeting_id_num,59502,19878,3
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.behaviors.behavior,35433884,19855,3211
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.behaviors.behavior.data_scene,267642,19855,20
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.behaviors.behavior.taginfo,34899258,19855,3174
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.behaviors.behavior.taginfo.categories,8874221,19846,919
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.behaviors.behavior.taginfo.categories.attribute,2514658,16900,294
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.behaviors.behavior.taginfo.categories.id,2847563,16900,351
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.behaviors.behavior.taginfo.keywords,25720964,19851,2289
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.behaviors.behavior.taginfo.keywords.attribute,6870866,19707,609
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.behaviors.behavior.taginfo.keywords.id,12196576,19707,1100
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.behaviors.targeting_id,77285460,19852,4005
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.comprehensive_interest,374116,19685,61
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics,1088812,19907,94
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.asset_status,38937,8234,6
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.birth_source_tracking,59601,19866,3
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.birthday,178804,19866,9
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.birthday.day,39735,19866,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.birthday.month,39735,19866,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.birthday.year,59601,19866,3
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.consumption_ability,184001,19878,30
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.consumption_ability.game_consumption_level,4952,2476,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.consumption_ability.level,39705,19851,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.consumption_ability.price,99588,6604,25
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.consumption_ability.price.amount,22515,6604,5
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.consumption_ability.price.data_source,15424,6604,4
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.consumption_ability.price.log_time,46224,6604,12
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.consumption_type,20940,4958,6
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.education,34521,17260,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.education_source_tracking,51781,17260,3
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.education_status,63,16,3
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.employment_classification,11004,3646,3
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.gender,39673,19835,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.gender_source_tracking,59508,19835,3
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.marriage_status,66462,16651,10
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.marriage_status_source_tracking,49955,16651,3
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.predict_age,7197,2399,3
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.predict_gender,7197,2399,3
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.qq_age,24300,8100,3
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.real_name_certification,19785,6595,3
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.sensitive_user_level_v2,17881,2113,10
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.surf_scene,6,1,6
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.sys_target_age,82562,19733,5
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.use_education,5472,1824,3
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.use_marriage_status,5472,1824,3
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.wechat_age,59601,19866,3
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.demographics.working_status,24273,8091,3
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.device_preference,13035291,19907,2509
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.device_preference.app_list,12485479,15332,2484
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.device_preference.app_list.app_info,9965217,15332,1983
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.device_preference.app_list.app_info.name_hash,7450964,15332,1483
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.device_preference.brand_id,40127,19878,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.device_preference.device_price,58096,19878,3
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.device_preference.device_price_type,59641,19878,3
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.device_preference.device_profile_source,59641,19878,3
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.device_preference.first_active_timestamp,846,141,6
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.device_preference.harmony_sys_info,46262,3517,13
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.device_preference.harmony_sys_info.harmony_pure_mode,7557,3517,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.device_preference.harmony_sys_info.is_harmony_os,7035,3517,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.device_preference.harmony_sys_info.os_version,24623,3517,7
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.device_preference.model_id,71384,19878,4
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.device_preference.os,174082,19450,12
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.device_preference.os.os_type,38904,19450,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.device_preference.os.os_version,96249,19450,8
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data,125197317,19878,24499
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.audience_data,169,13,13
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.audience_data.audience_targeting,143,13,11
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.audience_data.audience_targeting.bag_id,26,13,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.audience_data.audience_targeting.timestamp,91,13,7
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.ecc_data,844315,16928,102
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.ecc_data.dp_ecc_data,810447,16928,100
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.ecc_data.dp_ecc_data.categories,642262,16928,90
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.ecc_data.dp_ecc_data.categories.first_category_id,143349,16928,18
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.ecc_data.dp_ecc_data.categories.second_category_id,134512,14582,18
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.ecc_data.dp_ecc_data.categories.third_category_id,107069,13022,18
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.ecc_data.dp_ecc_data.page_source_id,33874,16928,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.ecc_data.dp_ecc_data.timestamp,100459,16732,6
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.fye_low_interest_data,11632,391,29
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.fye_low_interest_data.rule_factor_data,5374,383,14
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.fye_low_interest_data.rule_factor_data.low_interest_factor,1535,383,4
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.fye_low_interest_data.rule_factor_data.rule_id,768,383,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.fye_low_interest_data.rule_factor_data.time_stamp,2301,383,6
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.fye_low_interest_data.rule_score_data,5486,391,14
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.fye_low_interest_data.rule_score_data.low_interest_score,1567,391,4
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.fye_low_interest_data.rule_score_data.rule_id,784,391,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.fye_low_interest_data.rule_score_data.time_stamp,2349,391,6
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.fyec_targeting_data,2035015,5951,1268
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.fyec_targeting_data.fyec_behav_data_stats,1987367,5951,1260
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.fyec_targeting_data.fyec_behav_data_stats.click_cnt_30d,205048,5951,129
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.fyec_targeting_data.fyec_behav_data_stats.click_cnt_7d,205048,5951,129
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.fyec_targeting_data.fyec_behav_data_stats.click_cnt_90d,205048,5951,129
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.fyec_targeting_data.fyec_behav_data_stats.first_category_id,54244,5951,31
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.fyec_targeting_data.fyec_behav_data_stats.order_cnt_30d,205048,5951,129
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.fyec_targeting_data.fyec_behav_data_stats.order_cnt_7d,205048,5951,129
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.fyec_targeting_data.fyec_behav_data_stats.order_cnt_90d,205048,5951,129
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.fyec_targeting_data.fyec_behav_data_stats.price_bins,242175,5951,154
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.fyec_targeting_data.fyec_behav_data_stats.second_category_id,100267,5948,63
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.fyec_targeting_data.fyec_behav_data_stats.third_category_id,152484,5871,102
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.fyec_targeting_data.time_stamp,35713,5951,6
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.mining_activity,84,3,28
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.mining_activity.commerce_page_view_activity,78,3,26
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.mining_activity.commerce_page_view_activity.category_id,18,3,6
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.mining_activity.commerce_page_view_activity.page_source_id,12,3,4
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.mining_activity.commerce_page_view_activity.price,6,3,2
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.mining_activity.commerce_page_view_activity.product_id,18,3,6
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.mining_activity.commerce_page_view_activity.timestamp,18,3,6
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.remarketing_activity,120816186,18861,24088
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.remarketing_activity.dynamic_shopping_activity,120778411,18860,24086
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.remarketing_activity.dynamic_shopping_activity.activity_type,3709682,18860,673
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.remarketing_activity.dynamic_shopping_activity.brand_id,877020,2818,779
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.remarketing_activity.dynamic_shopping_activity.category_id,1790465,2823,1597
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.remarketing_activity.dynamic_shopping_activity.city,38944,778,50
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.remarketing_activity.dynamic_shopping_activity.frequency,3712325,18860,674
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.remarketing_activity.dynamic_shopping_activity.material_source_id,6588226,18860,1351
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.remarketing_activity.dynamic_shopping_activity.model_id,3640843,10684,600
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.remarketing_activity.dynamic_shopping_activity.new_material_source_ids,19809386,18860,3811
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.remarketing_activity.dynamic_shopping_activity.product_id,15166783,13884,3105
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.remarketing_activity.dynamic_shopping_activity.product_id_list,251678,3144,156
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.remarketing_activity.dynamic_shopping_activity.recommend_flag,3640843,10684,600
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.remarketing_activity.dynamic_shopping_activity.recommend_score,5007891,10768,860
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.remarketing_activity.dynamic_shopping_activity.shop_id,897058,2038,845
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.remarketing_activity.dynamic_shopping_activity.spu,37180747,12277,6875
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.remarketing_activity.dynamic_shopping_activity.spu_id,3346588,2105,3145
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.remarketing_activity.dynamic_shopping_activity.timestamp,11129484,18860,2020
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.remarketing_activity.dynamic_shopping_activity.travel_info,266308,2147,229
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.remarketing_activity.dynamic_shopping_activity.travel_info.departure,16848,143,117
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.remarketing_activity.dynamic_shopping_activity.travel_info.destination,22373,419,53
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xq_data,1347276,4987,959
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xq_data.xq_activity,1337291,4987,957
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xq_data.xq_activity.doc_categories,1143,52,21
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xq_data.xq_activity.doc_categories.cate_id,366,52,7
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xq_data.xq_activity.doc_categories.weight,556,52,10
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xq_data.xq_activity.doc_id,534072,4968,380
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xq_data.xq_activity.doc_type,57017,4776,41
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xq_data.xq_activity.page_source_id,57017,4776,41
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xq_data.xq_activity.puin,389214,4776,284
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xq_data.xq_activity.timestamp,238576,4987,169
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xs_data,97518,404,241
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity,96705,404,239
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.action_ids,2932,404,7
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.article_categories,6766,233,29
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.article_categories.first_category_id,608,187,3
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.article_categories.first_category_weight,1529,187,8
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.article_categories.second_category_id,910,187,4
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.article_categories.second_category_weight,1529,187,8
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.article_id,7165,233,30
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.article_tags,19380,226,85
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.article_tags.tag_id,6531,179,36
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.article_tags.weight,5496,179,30
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.media_id,6767,404,16
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.page_source_id,1458,404,3
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.timestamp,4373,404,10
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.video_categories,7025,234,30
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.video_categories.first_category_id,1211,217,5
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.video_categories.first_category_weight,1504,217,6
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.video_categories.second_category_id,1217,217,5
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.video_categories.second_category_weight,1504,217,6
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.video_id,4674,234,19
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.video_tags,34969,233,150
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.video_tags.tag_id,13479,216,62
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.video_tags.weight,11302,216,52
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.finance_entrepreneur,64610,3769,26
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.finance_entrepreneur.id,24850,3769,10
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.finance_entrepreneur.score,24850,3769,10
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.flow_level_tags,2603637,19379,136
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.flow_level_tags.source_level_tags,2254806,19379,118
0,recommend_context.user_context.user_profile.long_term_user_resp.user_profile.flow_level_tags.source_level_tags.level,258698,19379,15
